"ISF Digital Object Identifier"|"Photograph Identification Number"|"Thumbnail Header"|"Photo Descriptive Title"|"Photograph Description"|"Ancient Text Represented "|"ISF Assigned Text Number"|"Text Division"|"Text Sub-Division"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Type of Item Catalogued"|"Photo Text or Publication Number Note"|"Date of Photograph"|"Photographer"|"Photographer"|"Photographer"|"Photographer"|"Photographer"|"Rights Physical Object"|"Rights Physical Object"|"Rights Physical Object"|"Rights Physical Object"|"Rights Physical Object"|"Is Part Of WSR Project"|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number Note"|"Collaborator"|"Collaborator"|"Collaborator"|"Collaborator"|"Collaborator"|"Photo Dimensions"|"Magnification Code"|"Film Type Code"|"Date of Digital Conversion"|"Digital Object Format"|"Archival File Size"|"Archival File Resolution"|"Compressed Format Extension"|"Compression Ratio"|"Compression Routine"|"Digital Object Type Note"|"Digitization Equipment Specs"|"Rights Digital Object"|"Rights Photograph"|"Script Note"|"Script1"|"Script1 Sub-Level"|"Script2"|"Script2 Sub-Level"|"Script3"|"Script3 Sub-Level"|"Script4"|"Script4 Sub-Level"|"Language Note"|"Language"|"Language"|"Language"|"Language"|"ISF Find Site"|"Relevant Time Line"|"Named Time Period"|"Named Time Period"
"ISF_DO_01756"|"BS_USCWRTH_O2_E"|"Slng Wreath Obv2 cn"|"108 Slng Bearded Man Wreath Obv col neg"|"108 Sealing, Bearded Man with Laurel Wreath Obverse color negative"|"ISF_TXT_00485"|"ISF_TXT_00485"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|2|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01757"|"BS_USCWRTH_O2_X"|"Slng Wreath Obv2 bw"|"108 Slng Bearded Man Wreath Obv b&w lc"|"108 Sealing, Bearded Man with Laurel Wreath Obverse black and white low contrast"|"ISF_TXT_00485"|"ISF_TXT_00485"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|5|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01758"|"BS_USCWRTH_O2_P"|"Slng Wreath Obv2 bw2"|"108 Slng Bearded Man Wreath Obv b&w hc"|"108 Sealing, Bearded Man with Laurel Wreath Obverse black and white high contrast"|"ISF_TXT_00485"|"ISF_TXT_00485"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|4|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01759"|"BS_USCWRTH_O3_T"|"Slng Wreath Obv3 c"|"109 Slng Bearded Man Wreath Obv color"|"109 Sealing, Bearded Man with Laurel Wreath Obverse color"|"ISF_TXT_00485"|"ISF_TXT_00485"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|1|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01760"|"BS_USCWRTH_O3_E"|"Slng Wreath Obv3 cn"|"109 Slng Bearded Man Wreath Obv col neg"|"109 Sealing, Bearded Man with Laurel Wreath Obverse color negative"|"ISF_TXT_00485"|"ISF_TXT_00485"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|2|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01761"|"BS_USCWRTH_O3_X"|"Slng Wreath Obv3 bw"|"109 Slng Bearded Man Wreath Obv b&w lc"|"109 Sealing, Bearded Man with Laurel Wreath Obverse black and white low contrast"|"ISF_TXT_00485"|"ISF_TXT_00485"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|5|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01762"|"BS_USCWRTH_O3_P"|"Slng Wreath Obv3 bw2"|"109 Slng Bearded Man Wreath Obv b&w hc"|"109 Sealing, Bearded Man with Laurel Wreath Obverse black and white high contrast"|"ISF_TXT_00485"|"ISF_TXT_00485"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|4|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01763"|"BS_USCHELM_O_T"|"Slng Helmet Obv c"|"110 Slng Man Helmet Obv color"|"110 Sealing, Man with Helmet Obverse color"|"ISF_TXT_00486"|"ISF_TXT_00486"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|1|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01764"|"BS_USCHELM_O_E"|"Slng Helmet Obv cn"|"110 Slng Man Helmet Obv col neg"|"110 Sealing, Man with Helmet Obverse color negative"|"ISF_TXT_00486"|"ISF_TXT_00486"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|2|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01765"|"BS_USCHELM_O_X"|"Slng Helmet Obv bw"|"110 Slng Man Helmet Obv b&w lc"|"110 Sealing, Man with Helmet Obverse black and white low contrast"|"ISF_TXT_00486"|"ISF_TXT_00486"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|5|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01766"|"BS_USCHELM_O_P"|"Slng Helmet Obv bw2"|"110 Slng Man Helmet Obv b&w hc"|"110 Sealing, Man with Helmet Obverse black and white high contrast"|"ISF_TXT_00486"|"ISF_TXT_00486"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|4|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01767"|"BS_USCPILLAR2_O_T"|"Slng Man Pillar2 c"|"111 Slng Man Pillar Obv color"|"111 Sealing, Man with Pillar Obverse color"|"ISF_TXT_00487"|"ISF_TXT_00487"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|1|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01768"|"BS_USCPILLAR2_O_E"|"Slng Man Pillar2 cn"|"111 Slng Man Pillar Obv col neg"|"111 Sealing, Man with Pillar Obverse color negative"|"ISF_TXT_00487"|"ISF_TXT_00487"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|2|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01769"|"BS_USCPILLAR2_O_X"|"Slng Man Pillar2 bw"|"111 Slng Man Pillar Obv b&w lc"|"111 Sealing, Man with Pillar Obverse black and white low contrast"|"ISF_TXT_00487"|"ISF_TXT_00487"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|5|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01770"|"BS_USCPILLAR2_O_P"|"Slng Man Pillar2 bw2"|"111 Slng Man Pillar Obv b&w hc"|"111 Sealing, Man with Pillar Obverse black and white high contrast"|"ISF_TXT_00487"|"ISF_TXT_00487"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|4|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01771"|"BS_USC15_O_T"|"Slng 15 2 Figs c"|"112 Slng 15 2 Standing Figs. Obv color"|"112 Sealing 15 with Two Standing Figures Obverse color"|"ISF_TXT_00488"|"ISF_TXT_00488"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"||||||15|||||||||||||||||||||||||15||||||"4x5"|1|1|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01772"|"BS_USC15_O_E"|"Slng 15 2 Figs cn"|"112 Slng 15 2 Standing Figs. Obv col neg"|"112 Sealing 15 with Two Standing Figures Obverse color negative"|"ISF_TXT_00488"|"ISF_TXT_00488"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"||||||15|||||||||||||||||||||||||15||||||"4x5"|1|2|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01773"|"BS_USC15_O_X"|"Slng 15 2 Figs bw"|"112 Slng 15 2 Standing Figs. Obv b&w lc"|"112 Sealing 15 with Two Standing Figures Obverse black and white low contrast"|"ISF_TXT_00488"|"ISF_TXT_00488"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"||||||15|||||||||||||||||||||||||15||||||"4x5"|1|5|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01774"|"BS_USC15_O_P"|"Slng 15 2 Figs bw2"|"112 Slng 15 2 Standing Figs. Obv b&w hc"|"112 Sealing 15 with Two Standing Figures Obverse black and white high contrast"|"ISF_TXT_00488"|"ISF_TXT_00488"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"||||||15|||||||||||||||||||||||||15||||||"4x5"|1|4|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01775"|"BS_USCSTAFF_O1_T"|"Slng Woman Obv c"|"115 Slng Woman Staff Obv color"|"115 Sealing, Woman Standing with Staff Obverse color"|"ISF_TXT_00489"|"ISF_TXT_00489"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|1|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01776"|"BS_USCSTAFF_O1_E"|"Slng Woman Obv cn"|"115 Slng Woman Staff Obv col neg"|"115 Sealing, Woman Standing with Staff Obverse color negative"|"ISF_TXT_00489"|"ISF_TXT_00489"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|2|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01777"|"BS_USCSTAFF_O1_X"|"Slng Woman Obv bw"|"115 Slng Woman Staff Obv b&w lc"|"115 Sealing, Woman Standing with Staff Obverse black and white low contrast"|"ISF_TXT_00489"|"ISF_TXT_00489"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|5|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01778"|"BS_USCSTAFF_O1_P"|"Slng Woman Obv bw2"|"115 Slng Woman Staff Obv b&w hc"|"115 Sealing, Woman Standing with Staff Obverse black and white high contrast"|"ISF_TXT_00489"|"ISF_TXT_00489"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|4|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01779"|"BS_USCSTAFF_O2_T"|"Slng Woman Obv2 c"|"116 Slng Woman Staff Obv color"|"116 Sealing, Woman Standing with Staff Obverse color"|"ISF_TXT_00489"|"ISF_TXT_00489"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|1|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01780"|"BS_USCSTAFF_O2_E"|"Slng Woman Obv2 cn"|"116 Slng Woman Staff Obv col neg"|"116 Sealing, Woman Standing with Staff Obverse color negative"|"ISF_TXT_00489"|"ISF_TXT_00489"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|2|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01781"|"BS_USCSTAFF_O2_X"|"Slng Woman Obv2 bw"|"116 Slng Woman Staff Obv b&w lc"|"116 Sealing, Woman Standing with Staff Obverse black and white low contrast"|"ISF_TXT_00489"|"ISF_TXT_00489"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|5|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01782"|"BS_USCSTAFF_O2_P"|"Slng Woman Obv2 bw2"|"116 Slng Woman Staff Obv b&w hc"|"116 Sealing, Woman Standing with Staff Obverse black and white high contrast"|"ISF_TXT_00489"|"ISF_TXT_00489"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|4|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01783"|"BS_USCSTAFF_O3_T"|"Slng Woman Obv3 c"|"117 Slng Woman Staff Obv color"|"117 Sealing, Woman Standing with Staff Obverse color"|"ISF_TXT_00489"|"ISF_TXT_00489"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|1|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01784"|"BS_USCSTAFF_O3_E"|"Slng Woman Obv3 cn"|"117 Slng Woman Staff Obv col neg"|"117 Sealing, Woman Standing with Staff Obverse color negative"|"ISF_TXT_00489"|"ISF_TXT_00489"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|2|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01785"|"BS_USCSTAFF_O3_X"|"Slng Woman Obv3 bw"|"117 Slng Woman Staff Obv b&w lc"|"117 Sealing, Woman Standing with Staff Obverse black and white low contrast"|"ISF_TXT_00489"|"ISF_TXT_00489"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|5|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01786"|"BS_USCSTAFF_O3_P"|"Slng Woman Obv3 bw2"|"117 Slng Woman Staff Obv b&w hc"|"117 Sealing, Woman Standing with Staff Obverse black and white high contrast"|"ISF_TXT_00489"|"ISF_TXT_00489"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|4|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01787"|"BS_USCGDSS2_O_T"|"Slng Crown Obv c"|"128 Slng Head Crown Obv color"|"128 Sealing, Head with Crown Obverse color"|"ISF_TXT_00490"|"ISF_TXT_00490"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|1|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01788"|"BS_USCGDSS2_O_E"|"Slng Crown Obv cn"|"128 Slng Head Crown Obv col neg"|"128 Sealing, Head with Crown Obverse color negative"|"ISF_TXT_00490"|"ISF_TXT_00490"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|2|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01789"|"BS_USCGDSS2_O_X"|"Slng Crown Obv bw"|"128 Slng Head Crown Obv b&w lc"|"128 Sealing, Head with Crown Obverse black and white low contrast"|"ISF_TXT_00490"|"ISF_TXT_00490"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|5|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01790"|"BS_USCGDSS2_O_P"|"Slng Crown Obv bw2"|"128 Slng Head Crown Obv b&w hc"|"128 Sealing, Head with Crown Obverse black and white high contrast"|"ISF_TXT_00490"|"ISF_TXT_00490"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|4|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
