"ISF Assigned Text Number"|"Main Text or Publication Number"|"Main Text or Publication Number Prefix"|"Main Text or Publication Number Suffix"|"Alternate Text or Publication Number"|"Text Search and Display Type Code"|"Text Division"|"Text Division Description"|"Text Division Museum Number"|"Text Sub-Division "|"Text or Publication Number Note"|"Physical Object Description"|"Physical Object Note"|"Physical Object Note"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Is Part Of Corpus1"|"Is Part Of Corpus1 Category"|"Is Part Of Corpus1 Sub-Category"|"Is Part Of Corpus2"|"Is Part Of Corpus2 Category"|"Is Part Of Corpus2 Sub-Category"|"Is Part Of Corpus3"|"Is Part Of Corpus3 Category"|"Is Part Of Corpus3 Sub-Category"|"Is Version of"|"Is Part of"|"Text, Uninscribed Artifact, or Glyptic"|"Type of Item Cataloged"|"Medium"|"Text Descriptive Title"|"Alternate Text Title"|"Alternate Text Title"|"Alternate Text Title"|"Alternate Text Title"|"Alternate Text Title"|"Text Description"|"Excavation Description"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Geographical Coverage Note"|"Script Note"|"Script1"|"Script1 Sub-Level"|"Script2"|"Script2 Sub-Level"|"Script3"|"Script3 Sub-Level"|"Script4"|"Script4 Sub-Level"|"Language Note"|"Language"|"Language"|"Language"|"Language"|"Relevant Time Line"|"Named Time Period"|"Named Time Period"|"Date of Inscription Note"|"Ancient City or Location"|"Ancient Structure"|"ISF Find Site"|"Modern City or Location"|"Modern Country"|"Region"|"Location of Original"|"Location of Original"|"Location of Original"|"Location of Original"|"Location of Original"|"Location of Original"|"Rights Physical Object"|"Rights Physical Object"|"Rights Physical Object"|"Rights Physical Object"|"Rights Physical Object"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Index Map Filename"
"ISF_TXT_00564"|||||4||||||"Head of a Bodhisatva"|||"USCARC 9621"|"E85-804"||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Figurines and Portraits"||||||||||"Uninscribed object"|"Ancient Object"|"Stucco"|"Head of a Bodhisatva"||||||"Head of a Bodhisatva"||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Mesopotamian"|"Hellenistic"||"3rd-5th c. CE"|||"Gandhara"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Bodhisatva"|"USCARC 9621"|"stucco"|"Gandhara"|"Hellenistic"|"E85-804"|9621|||||||||||||||||||
"ISF_TXT_00565"|||||4||||||"Elephant with Rider"|||"USCARC 9623"|||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Figurines and Portraits"||||||||||"Uninscribed object"|"Ancient Object"|"Clay"|"Elephant with Rider"||||||"Elephant with Rider"||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Mesopotamian"|"Hellenistic"|||||"Gandhara"|||"Indus Valley"|"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"elephant"|"Gandhara"|"Hellenistic"|"USCARC 9623"|9623|||||||||||||||||||||
"ISF_TXT_00566"|||||4||||||"Male head"|||"USCARC 9631"|"286, 16"||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Figurines and Portraits"||||||||||"Uninscribed object"|"Ancient Object"|"Clay"|"Male head"||||||"Male head"||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Mesopotamian"|"Hellenistic"||"3rd-5th c. CE"|||"Gandhara"|||"Indus Valley"|"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Gandhara"|"Hellenistic"|"USCARC 9631"|"286, 16"|9631|||||||||||||||||||||
"ISF_TXT_00567"|||||4||||||"Female head"|||"USCARC 9635"|"286, 22"||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Figurines and Portraits"||||||||||"Uninscribed object"|"Ancient Object"|"Clay"|"Female head"||||||"Female head"||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Mesopotamian"|"Hellenistic"|||||"Gandhara"|||"Indus Valley"|"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"woman"|"Gandhara"|"Hellenistic"|"USCARC 9635"|"286, 22"|9635||||||||||||||||||||
"ISF_TXT_00568"|||||4||||||"Crowned female head"|||"USCARC 9637"|"285, 15"||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Figurines and Portraits"||||||||||"Uninscribed object"|"Ancient Object"|"Clay"|"Crowned female head"||||||"Crowned female head"||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Mesopotamian"|"Hellenistic"|||||"Gandhara"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"woman"|"crown"|"Gandhara"|"Hellenistic"|"USCARC 9637"|"285, 15"|9637|||||||||||||||||||
"ISF_TXT_00569"|||||4||||||"Male head"|||"USCARC 9638"|"286, 13"||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Figurines and Portraits"||||||||||"Uninscribed object"|"Ancient Object"|"Clay"|"Male head"||||||"Male head"||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Mesopotamian"|"Hellenistic"|||||"Gandhara"|||"Indus Valley"|"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Gandhara"|"Hellenistic"|"USCARC 9638"|"286, 13"|9638|||||||||||||||||||||
"ISF_TXT_00570"|||||4||||||"Animal head and neck, ram fragment"|||"USCARC 9645"|"286, 17"||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Figurines and Portraits"||||||||||"Uninscribed object"|"Ancient Object"|"Clay"|"Animal head and neck, ram fragment"||||||"Animal head and neck, ram fragment"||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Mesopotamian"|"Hellenistic"|||||"Gandhara"|||"Indus Valley"|"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"animal"|"ram"|"Gandhara"|"Hellenistic"|"USCARC 9645"|"286, 17"|9645|||||||||||||||||||
"ISF_TXT_00571"|||||4||||||"Head and torso of female"|||"USCARC 9647"|||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Figurines and Portraits"||||||||||"Uninscribed object"|"Ancient Object"|"Clay"|"Head and torso of female"||||||"Head and torso of female"||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Mesopotamian"|"Hellenistic"|||||"Gandhara"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"woman"|"Gandhara"|"Hellenistic"|"USCARC 9647"|9647|||||||||||||||||||||
"ISF_TXT_00572"|||||4||||||"Bronze head medallion"|||"USCARC 5280"|||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Figurines and Portraits"||||||||||"Uninscribed object"|"Ancient Object"|"Bronze"|"Bronze head medallion"||||||"Bronze head medallion"||||||||||||||"Non-Text"||||||||"Non-Text"|||||||||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"bronze"|"medallion"|"USCARC 5280"|5280||||||||||||||||||||||
"ISF_TXT_00573"|||||4||||||"Minerva votive, right arm raised and left arm broken, bronze 7.9 cm tall"|||"USCARC 5037"|||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Figurines and Portraits"||||||||||"Uninscribed object"|"Ancient Object"|"Bronze"|"Minerva votive"||||||"Minerva votive"||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Syro-Palestinian"||||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"bronze"|"Minerva"|"votive"|"USCARC 5037"|5037|||||||||||||||||||||
"ISF_TXT_00574"|||||4||||||"Terracotta figure"|||"USCARC 0820"|||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Figurines and Portraits"||||||||||"Uninscribed object"|"Ancient Object"|"Clay"|"Terracotta figure"||||||"Terracotta figure"||||||||||||||"Non-Text"||||||||"Non-Text"|||||||||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"clay"|"terracotta"|"USCARC 0820"|820||||||||||||||||||||||
"ISF_TXT_00575"|||||4||||||"Bes (dwarf) limestone statue 10.4 cm tall"|||"USCARC 9435"|||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Figurines and Portraits"||||||||||"Uninscribed object"|"Ancient Object"|"Limestone"|"Bes (dwarf) limestone statue "||||||"Bes (dwarf) limestone statue "||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Egyptian"|"Hellenistic"|"Roman"|"332-31 BCE"|||"Unprovenanced"||"Egypt"||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Bes"|"limestone"|"statuette"|"Egyptian"|"Hellenistic"|"Roman"|"USCARC 9435"|9435||||||||||||||||||
"ISF_TXT_00576"|||||4||||||"Persephone votive, terracotta bust 20.8 cm tall"|||"USCARC 8140"|||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Figurines and Portraits"||||||||||"Uninscribed object"|"Ancient Object"|"Clay"|"Persephone votive"||||||"Persephone votive"||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Syro-Palestinian"|"Persian"|"Hellenistic"|"4th c. BCE"|||"Unprovenanced"|"Sicily"|||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Persephone"|"votive"|"clay"|"terracotta"|"Persian"|"Hellenistic"|"USCARC 8140"|8140||||||||||||||||||
"ISF_TXT_00577"|||||4||||||"Small goddess votive, terracotta, seated 14.4 cm x 5.6 cm"|||"USCARC 8044"|||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Figurines and Portraits"||||||||||"Uninscribed object"|"Ancient Object"|"Clay"|"Small goddess votive"||||||"Small goddess votive"||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Syro-Palestinian"|"Persian"|"Hellenistic"|"4th c. BCE"|||"Unprovenanced"|"Sicily"|||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"goddess"|"votive"|"clay"|"terracotta"|"Persian"|"Hellenistic"|"USCARC 8044"|8044||||||||||||||||||
"ISF_TXT_00578"|||||4||||||"Seated goddess on throne, terracotta 20.6 cm high"|||"USCARC 8083 A&B"|||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Figurines and Portraits"||||||||||"Uninscribed object"|"Ancient Object"|"Clay"|"Seated goddess on throne"||||||"Seated goddess on throne"||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Syro-Palestinian"|"Persian"|"Hellenistic"|"4th c. BCE"|||"Unprovenanced"|"Sicily"|||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"goddess"|"throne"|"clay"|"terracotta"|"Persian"|"Hellenistic"|"USCARC 8083"|8083||||||||||||||||||
"ISF_TXT_00579"|||||4||||||"Isis suckling Horus, seated 5.7 cm tall"|||"USCARC 9464"||20|||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Figurines and Portraits"||||||||||"Uninscribed object"|"Ancient Object"|"Bronze"|"Isis suckling Horus, seated "||||||"Isis suckling Horus, seated "||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Egyptian"|"Late"||"663-525 BCE"|||"Unprovenanced"||"Egypt"||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Isis"|"Horus"|"bronze"|"faience"|"Egyptian"|"Late"|"USCARC 9464"|20|9464|||||||||||||||||
"ISF_TXT_00580"|||||4||||||"Bastet holding a Sistrum, seated 5.5 cm tall"|||"USCARC 9465"|8||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Figurines and Portraits"||||||||||"Uninscribed object"|"Ancient Object"|"Faience"|"Bastet holding a Sistrum, seated "||||||"Bastet holding a Sistrum, seated "||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Egyptian"|"Late"||"3rd Intermediate or 600BCE"|||"Unprovenanced"||"Egypt"||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Bastet"|"Bast"|"Sistrum"|"faience"|"Egyptian"|"Late"|"USCARC 9465"|8|9465|||||||||||||||||
"ISF_TXT_00581"|||||4||||||"Isis, seated with child, bronze 9.2 cm tall x 2.7 cm wide"|||"USCARC 5030"|||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Figurines and Portraits"||||||||||"Uninscribed object"|"Ancient Object"|"Bronze"|"Isis, seated with child"||||||"Isis, seated with child"||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Egyptian"||||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Isis"|"bronze"|"USCARC 5030"|5030||||||||||||||||||||||
"ISF_TXT_00582"|||||4||||||"Glass Balsamarium or Obl. Unguentarium 19.0 cm x 6.7 cm"|||"USCARC 6071"|||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Glass"||||||||||"Uninscribed object"|"Ancient Object"|"Glass"|"Glass Balsamarium or Obl. Unguentarium "||||||"Glass Balsamarium or Obl. Unguentarium "||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Syro-Palestinian"|"Roman"|"Byzantine"|"4th c. CE"|||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"glass"|"balsamarium"|"unguentarium"|"Roman"|"Byzantine"|"USCARC 6071"|6071|||||||||||||||||||
"ISF_TXT_00583"|||||4||||||"Glass flask, flat base, long narrow neck, wide lip 17.3 cm x 10.6 cm"|||"USCARC 6094"|||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Glass"||||||||||"Uninscribed object"|"Ancient Object"|"Glass"|"Glass flask"||||||"Glass flask"||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Syro-Palestinian"|"Roman"||"2nd-4th c. CE"|||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"glass"|"flask"|"Roman"|"USCARC 6094"|6094|||||||||||||||||||||
"ISF_TXT_00584"|||||4||||||"Glass amphoriskos, long narrow neck, two handles, white lined pattern throughout 14.5 cm x 4.7 cm"|||"USCARC 6074"|||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Glass"||||||||||"Uninscribed object"|"Ancient Object"|"Glass"|"Glass amphoriskos"||||||"Glass amphoriskos"||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Syro-Palestinian"|"Hellenistic"||"2nd-1st c. BCE"|||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"glass"|"amphoriskos"|"Hellenistic"|"USCARC 6074"|6074|||||||||||||||||||||
"ISF_TXT_00585"|||||4||||||"Glass vase, narrow, wide lip, two handles, 4 cm x 11.6 cm"|||"USCARC 6059"|||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Glass"||||||||||"Uninscribed object"|"Ancient Object"|"Glass"|"Glass vase"||||||"Glass vase"||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Syro-Palestinian"|"Roman"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"glass"|"Roman"|"USCARC 6059"|6059||||||||||||||||||||||
"ISF_TXT_00586"|||||4||||||"Glass jug, long, narrow neck, wide lip, one handle 11.7 cm x 5.3 cm"|||"USCARC 6078"|||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Glass"||||||||||"Uninscribed object"|"Ancient Object"|"Glass"|"Glass jug"||||||"Glass jug"||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Syro-Palestinian"|"Roman"||"1st-2nd c. CE"|||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"glass"|"jug"|"Roman"|"USCARC 6078"|6078|||||||||||||||||||||
"ISF_TXT_00587"|||||4||||||"Glass bottle, long narrow neck and round base, 14.3 cm x 9.7 cm"|||"USCARC 6056"|||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Glass"||||||||||"Uninscribed object"|"Ancient Object"|"Glass"|"Glass bottle"||||||"Glass bottle"||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Syro-Palestinian"|"Roman"||"3rd-4th c. CE"|||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"glass"|"bottle"|"Roman"|"USCARC 6056"|6056|||||||||||||||||||||
"ISF_TXT_00588"|||||4||||||"Sassanian Seal, white"||||||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Seals"||||||||||"Glyptic"|"Ancient Object"|"Stone"|"Sassanian Seal, white"||||||"Sassanian Seal, white"||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Mesopotamian"|"Roman"|"Byzantine"|"5th c. CE"|||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Sassanian"|"seal"|"Roman"|"Byzantine"||||||||||||||||||||||
"ISF_TXT_00589"|||||4||||||"Sassanian Seal, Urn?"||||||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Seals"||||||||||"Glyptic"|"Ancient Object"|"Stone"|"Sassanian Seal, Urn?"||||||"Sassanian Seal, Urn?"||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Mesopotamian"|"Roman"|"Byzantine"|"5th c. CE"|||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Sassanian"|"seal"|"urn"|"Roman"|"Byzantine"|||||||||||||||||||||
"ISF_TXT_00590"|||||4||||||"Sassanian Seal, Bull"||||||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Seals"||||||||||"Glyptic"|"Ancient Object"|"Stone"|"Sassanian Seal, Bull"||||||"Sassanian Seal, Bull"||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Mesopotamian"|"Roman"|"Byzantine"|"5th c. CE"|||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Sassanian"|"seal"|"bull"|"animal"|"Roman"|"Byzantine"||||||||||||||||||||
"ISF_TXT_00591"|||||4||||||"Sassanian Seal, Rabbit, Carnelian"||||||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Seals"||||||||||"Glyptic"|"Ancient Object"|"Carnelian"|"Sassanian Seal, Rabbit, Carnelian"||||||"Sassanian Seal, Rabbit, Carnelian"||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Mesopotamian"|"Roman"|"Byzantine"|"5th c. CE"|||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Sassanian"|"seal"|"rabbit"|"Carnelian"|"animal"|"Roman"|"Byzantine"|||||||||||||||||||
"ISF_TXT_00592"|||||4||||||"Sassanian Seal, Scorpion"||||||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Seals"||||||||||"Glyptic"|"Ancient Object"|"Stone"|"Sassanian Seal, Scorpion"||||||"Sassanian Seal, Scorpion"||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Mesopotamian"|"Roman"|"Byzantine"|"5th c. CE"|||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Sassanian"|"seal"|"scorpian"|"animal"|"Roman"|"Byzantine"||||||||||||||||||||
"ISF_TXT_00593"|||||4||||||"Sassanian Seal, Stag, Carnelian"||||||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Seals"||||||||||"Glyptic"|"Ancient Object"|"Carnelian"|"Sassanian Seal, Stag, Carnelian"||||||"Sassanian Seal, Stag, Carnelian"||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Mesopotamian"|"Roman"|"Byzantine"|"5th c. CE"|||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Sassanian"|"seal"|"stag"|"Carnelian"|"animal"|"Roman"|"Byzantine"|||||||||||||||||||
"ISF_TXT_00594"|||||4||||||"Sassanian Seal, Stag"||||||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Seals"||||||||||"Glyptic"|"Ancient Object"|"Stone"|"Sassanian Seal, Stag"||||||"Sassanian Seal, Stag"||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Mesopotamian"|"Roman"|"Byzantine"|"5th c. CE"|||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Sassanian"|"seal"|"stag"|"animal"|"Roman"|"Byzantine"||||||||||||||||||||
"ISF_TXT_00595"|||||4||||||"Sassanian Seal, Bird"||||||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Seals"||||||||||"Glyptic"|"Ancient Object"|"Stone"|"Sassanian Seal, Bird"||||||"Sassanian Seal, Bird"||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Mesopotamian"|"Roman"|"Byzantine"|"5th c. CE"|||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Sassanian"|"seal"|"bird"|"animal"|"Roman"|"Byzantine"||||||||||||||||||||
"ISF_TXT_00596"|||||4||||||"Sassanian Seal, Antelope"||||||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Seals"||||||||||"Glyptic"|"Ancient Object"|"Stone"|"Sassanian Seal, Antelope"||||||"Sassanian Seal, Antelope"||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Mesopotamian"|"Roman"|"Byzantine"|"5th c. CE"|||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Sassanian"|"seal"|"antelope"|"animal"|"Roman"|"Byzantine"||||||||||||||||||||
"ISF_TXT_00597"|||||4||||||"Roman Seal with horse"||||||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Seals"||||||||||"Glyptic"|"Ancient Object"|"Stone"|"Roman Seal with horse"||||||"Roman Seal with horse"||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Syro-Palestinian"|"Roman"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Roman"|"seal"|"horse"|"animal"||||||||||||||||||||||
"ISF_TXT_00598"|||||4||||||"Roman green intaglio"||||||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Seals"||||||||||"Glyptic"|"Ancient Object"|"Stone"|"Roman green intaglio"||||||"Roman green intaglio"||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Syro-Palestinian"|"Roman"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Roman"|"seal"|"intaglio"|||||||||||||||||||||||
"ISF_TXT_00599"|||||4||||||"Roman signet ring with clasped hands"||||||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Seals"||||||||||"Glyptic"|"Ancient Object"|"Stone"|"Roman signet ring with clasped hands"||||||"Roman signet ring with clasped hands"||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Syro-Palestinian"|"Roman"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Roman"|"seal"|"signet ring"|"hands"||||||||||||||||||||||
"ISF_TXT_00600"|||||4||||||"Bird Seal, Roman"||||||||||||||||||||||||||||||||||||||"Non-Text Artifacts"|"Seals"||||||||||"Glyptic"|"Ancient Object"|"Stone"|"Bird Seal, Roman"||||||"Bird Seal, Roman"||||||||||||||"Non-Text"||||||||"Non-Text"|||||"Syro-Palestinian"|"Roman"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Bird"|"seal"|"animal"|"Roman"||||||||||||||||||||||
"ISF_TXT_00601"|||||4||||||"lmlk mmst Seal Impression on Jar Handle, impression approx. 2 cm diameter"||||||||||||||||||||||||||||||||||||||"Northwest Semitic Stamp Seals and Seal Impressions"|"Hebrew Inscriptions"||||||||||"Text"|"Ancient Text"|"Clay"|"lmlk mmst Seal Impression on Jar Handle"||||||"lmlk mmst Seal Impression on Jar Handle"|||||||||||||"Hebrew"|"Hebrew"||||||||"Hebrew"|"Hebrew"||||"Syro-Palestinian"|"Iron IIC"||"c. 715-687/6 BCE"|"Judah"||"Unprovenanced"||"Israel"||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"jar handle"|"seal impression"|"lmlk mmst"|"Hebrew"|"Iron IIC"|||||||||||||||||||||
"ISF_TXT_00605"|||||"4"||||||"Steatite Scarab w/green glaze; bored lengthwise; base broken along left edge; Royal scarab of Sesostris II"|"L: 1.71cm; H: .79cm; W: 1.16cm"||"LM# 86.313.1"|||||||||||||||||||||||||||||||||||"Scarab Amulet/Seal from Ancient Egypt"|"Royal Named Scarab "||||||||||"Text"|"Ancient Text"|"Steatite"|"Sesostris II, King of Upper and Lower Egypt"|"xcj-xpr-ra, n-sw-bjt"|||||"nbw sign, name of Sesostris II; glyph for King of Upper/Lower Egypt (n-sw bjt); anx (life), nfr (good), ra (the god) or t glyphs."|"Gifted to the Los Angeles County Museum of Art by Ruth Greenberg"||||||||||||"Hieroglyphs"|"Hieroglyphs"||||||||"Egyptian"|"Egyptian"||||"Egyptian"|"Middle Kingdom"||"2033-1648 BCE"|"Unknown"||"Unprovenanced"||"Egypt"||"Los Angeles County Museum of Art, California, USA"||||||"Los Angeles County Museum of Art, California, USA"|||||"Egypt"|"Scarab"|"Seal"|"Amulet"|"Royal"|"Sesostris II"|"Middle Kingdom"|"LM# 86.313.1"|"86.313.1"|||||||||||||||||
